name	*Laz/Effect	auto prefix	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	worldevent	*Laz/EOL
Reward Flag	Unused		0	0	1	0	0			1	1	0	1	5		cu7	flg	cu7	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trin		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescCubeFlag			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb1	Crafting herb - Add to Flame modifiers	300	0	0	1	0	0			3	1	0	1	5		w01	hrb	w01	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd01		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb2	Crafting herb - Add to Flame modifiers	301	0	0	1	0	0			3	1	0	1	5		w02	hrb	w02	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd02		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb3	Crafting herb - Add to Flame modifiers	302	0	0	1	0	0			3	1	0	1	5		w03	hrb	w03	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd03		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb4	Crafting herb - Add to Flame modifiers	303	0	0	1	0	0			3	1	0	1	5		w04	hrb	w04	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd04		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb5	Crafting herb - Add to Flame modifiers	304	0	0	1	0	0			3	1	0	1	5		w05	hrb	w05	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd05		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb6	Crafting herb - Add to Flame modifiers	305	0	0	1	0	0			3	1	0	1	5		w06	hrb	w06	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd06		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb7	Crafting herb - Add to Flame modifiers	306	0	0	1	0	0			3	1	0	1	5		w07	hrb	w07	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd07		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb8	Crafting herb - Add to Flame modifiers	307	0	0	1	0	0			3	1	0	1	5		w08	hrb	w08	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd08		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb9	Crafting herb - Add to Flame modifiers	308	0	0	1	0	0			3	1	0	1	5		w09	hrb	w09	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd09		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb10	Crafting herb - Add to Flame modifiers	309	0	0	1	0	0			3	1	0	1	5		w10	hrb	w10	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd10		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb11	Crafting herb - Add to Flame modifiers	310	0	0	1	0	0			3	1	0	1	5		w11	hrb	w11	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd11		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb12	Crafting herb - Add to Flame modifiers	311	0	0	1	0	0			3	1	0	1	5		w12	hrb	w12	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd12		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb13	Crafting herb - Add to Flame modifiers	312	0	0	1	0	0			3	1	0	1	5		w13	hrb	w13	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd13		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb14	Crafting herb - Add to Flame modifiers	313	0	0	1	0	0			3	1	0	1	5		w14	hrb	w14	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd14		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb15	Crafting herb - Add to Flame modifiers	314	0	0	1	0	0			3	1	0	1	5		w15	hrb	w15	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd15		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb16	Crafting herb - Add to Flame modifiers	315	0	0	1	0	0			3	1	0	1	5		w16	hrb	w16	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd16		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb17	Crafting herb - Add to Flame modifiers	316	0	0	1	0	0			3	1	0	1	5		w17	hrb	w17	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd17		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb18	Crafting herb - Add to Flame modifiers	317	0	0	1	0	0			3	1	0	1	5		w18	hrb	w18	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd18		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb19	Crafting herb - Add to Flame modifiers	318	0	0	1	0	0			3	1	0	1	5		w19	hrb	w19	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd19		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb20	Crafting herb - Add to Flame modifiers	319	0	0	1	0	0			3	1	0	1	5		w20	hrb	w20	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd20		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb21	Crafting herb - Add to Flame modifiers	320	0	0	1	0	0			3	1	0	1	5		w21	hrb	w21	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd21		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb22	Crafting herb - Add to Flame modifiers	321	0	0	1	0	0			3	1	0	1	5		w22	hrb	w22	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd22		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb23	Crafting herb - Add to Flame modifiers	322	0	0	1	0	0			3	1	0	1	5		w23	hrb	w23	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd23		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb24	Crafting herb - Add to Flame modifiers	323	0	0	1	0	0			3	1	0	1	5		w24	hrb	w24	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd24		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb25	Crafting herb - Add to Flame modifiers	324	0	0	1	0	0			3	1	0	1	5		w25	hrb	w25	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd25		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb26	Crafting herb - Add to Flame modifiers	325	0	0	1	0	0			3	1	0	1	5		w26	hrb	w26	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd26		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb27	Crafting herb - Add to Flame modifiers	326	0	0	1	0	0			3	1	0	1	5		w27	hrb	w27	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd27		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb28	Crafting herb - Add to Flame modifiers	327	0	0	1	0	0			3	1	0	1	5		w28	hrb	w28	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd28		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb29	Crafting herb - Add to Flame modifiers	328	0	0	1	0	0			3	1	0	1	5		w29	hrb	w29	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd29		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb30	Crafting herb - Add to Flame modifiers	329	0	0	1	0	0			3	1	0	1	5		w30	hrb	w30	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd30		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb31	Crafting herb - Add to Flame modifiers	330	0	0	1	0	0			3	1	0	1	5		w31	hrb	w31	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd31		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb32	Crafting herb - Add to Flame modifiers	331	0	0	1	0	0			3	1	0	1	5		w32	hrb	w32	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd32		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb33	Crafting herb - Add to Flame modifiers	332	0	0	1	0	0			3	1	0	1	5		w33	hrb	w33	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd33		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb34	Crafting herb - Add to Flame modifiers	333	0	0	1	0	0			3	1	0	1	5		w34	hrb	w34	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd34		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb35	Crafting herb - Add to Flame modifiers	334	0	0	1	0	0			3	1	0	1	5		w35	hrb	w35	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd35		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb36	Crafting herb - Add to Flame modifiers	335	0	0	1	0	0			3	1	0	1	5		w36	hrb	w36	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd36		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb37	Crafting herb - Add to Flame modifiers	336	0	0	1	0	0			3	1	0	1	5		w37	hrb	w37	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd37		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb38	Crafting herb - Add to Flame modifiers	337	0	0	1	0	0			3	1	0	1	5		w38	hrb	w38	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd38		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb39	Crafting herb - Add to Flame modifiers	338	0	0	1	0	0			3	1	0	1	5		w39	hrb	w39	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd39		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Herb40	Crafting herb - Add to Flame modifiers	339	0	0	1	0	0			3	1	0	1	5		w40	hrb	w40	16	1	1	0	0	0	flphrb	invhrb		0	xxx			1	wd40		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	-1											1	DescTrophyHerb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Elixir of Strength	Elixir		1	0	1	0	0			2	1	0	1	5		e1s	elx	e1s	16	1	1	0	0	0	flppot	invpot		0	xxx			1	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	3					strength	1					4	ModStr1a			3	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Elixir of Dexterity	Elixir		1	0	1	0	0			2	1	0	1	5		e1d	elx	e1d	16	1	1	0	0	0	flppot	invpot		0	xxx			1	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	3					dexterity	1					4	ModStr1b			3	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Elixir of Energy	Elixir		1	0	1	0	0			2	1	0	1	5		e1e	elx	e1e	16	1	1	0	0	0	flppot	invpot		0	xxx			1	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	3					energy	1					4	ModStr1d			3	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Elixir of Vitality	Elixir		1	0	1	0	0			2	1	0	1	5		e1v	elx	e1v	16	1	1	0	0	0	flppot	invpot		0	xxx			1	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	3					vitality	1					4	ModStr1c			3	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
